,label,content
2830,half-true,"Says U.S. Senate rival Tommy Thompson wants to give a new $265,000 tax cut to millionaires like himself while raising taxes on the middle class."
2831,barely-true,The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).
2832,barely-true,Exposure to the electromagnetic fields from power lines has been associated with childhood leukemia and other diseases.
2833,true,"At the 50 Milwaukee schools serving at least 80% African-American and at least 80% low income students, the reading proficiency is 8%."
2834,mostly-true,Says Obama replaced the American flag on the tail of his plane with his campaign logo.
2835,half-true,Atlanta Mayor Kasim Reed held not one conversation with the public about the new Falcons stadium project
2836,pants-fire,I never said that Marco Rubio was Mark Zuckerbergs personal senator.
2837,barely-true,The only two (Donald Trump tax returns) we have show that he hasnt paid a penny in taxes.
2838,half-true,"In a budget deal struck in 2011 a trillion dollars of cuts went into effect immediately, and then a special committee was set up ... to get agreement on another $3 trillion of cuts."
2839,false,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you."""
2840,pants-fire,Weve lost 26 million jobs since (Obamas) been president.
2841,half-true,"Whether in Illinois or Washington, Barack Obama has bridged partisanship to bring about significant reform."
2842,barely-true,"I have cut taxes 63 times, including a 2006 property tax reduction that ranks as the largest in state history."
2843,mostly-true,New Jersey has the largest transit system in the entire country.
2844,false,"New jobs numbers are in, and Wisconsin has fallen to dead last in Midwest job growth."
2845,false,Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.
2846,mostly-true,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever."
2847,false,Cap-and-trade is wildly unpopular with Americans.
2848,true,By registration fewer than 20 percent of Florida voters are Independents.
2849,false,Teachers were not involved in developing the Common Core State Standards.
2850,barely-true,"As a senator, Hillary Clinton paid women less than the men in her office."
2851,barely-true,Mark Warners record is one of acting against the Keystone XL pipeline.
2852,false,This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.
2853,mostly-true,Says Ron Johnson voted to turn Medicare into a voucher program.
2854,mostly-true,Says Bernie Sanders advocated putting Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.
2855,mostly-true,Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.
2856,barely-true,Toothpaste contains the poison substance of fluoride.
2857,true,"Today, we import triple the amount of oil than we had on the day Senator McCain took office."
2858,half-true,"Shutdowns are a normal part of the constitutional process, with 12 shutdowns under Democratic House Speaker Tip ONeill and two during his own speakership."
2859,half-true,"Since 2007, Texas has gained 440,000 people while Maryland has lost 20,000."
2860,half-true,Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.
2861,mostly-true,"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives."
2862,barely-true,Says legislation supported by gay rights activists would strip mother and father from future Texas birth certificates.
2863,barely-true,Says Gerald Daugherty advocated lowering the penalty for crimes like strangulation in domestic violence cases because they just throw more people into the jail system.
2864,pants-fire,"Mercury is used in vaccines, and there is no safe level of mercury."
2865,true,Says four-year terms for City Council members are the norm in most cities of our size.
2866,true,"Tommy Thompson is the father of welfare reform, creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms."
2867,true,We now sell more products made in America to the rest of the world than ever before.
2868,pants-fire,Theres no wildlife in the Arctic National Wildlife Refuge.
2869,mostly-true,"Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbersand always at a larger margin than Secretary Clinton is."
2870,barely-true,I have fought for our shared values without being an ideologue or a partisan
2871,true,The costs of cancer and all affiliated issues are over $20 billion a year to this state.
2872,false,On a cap-and-trade plan.
2873,false,The left is blatantly attempting to disrupt Georgias elections.
2874,half-true,"Says Obamas net neutrality proposalputs the government in charge of determining Internet pricing, terms of service and what types of products and services can be delivered."
2875,true,President Barack Obama reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.
2876,barely-true,Tampa Bay isleading the state in jobs creation.
2877,half-true,"Earmarked dollars have doubled just since 2000, and more than tripled in the last 10 years."
2878,false,Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.
